az,mail,site,name,address,phone,categories,rating,reviews,latitude,longitude,placeid,website,claimed,opening_hours,addr1,addr2,addr3,addr4,addr5,addr6,addr7,thumbnail,search_string,state,upname,similar
ChIJU9rsyBAjokcRmtV9wSG08QE,marketing@en-gastro.de,https://www.das-eckerts.de/,Eckerts Wirtshaus,"Ob. Mühlbrücke 9, 96049 Bamberg, Germany",+49 951 9842500,"German restaurant, Franconian restaurant",4.5,1446.0,49.8893671,10.8877811,ChIJU9rsyBAjokcRmtV9wSG08QE,https://www.das-eckerts.de/,yes,"Wednesday: 9AM–2:30PM, Thursday: 9AM–2:30PM, Friday: 9AM–2:30PM, Saturday: 9AM–12AM, Sunday: 9AM–10PM, Monday: 9AM–2:30PM, Tuesday: 9AM–2:30PM",,Ob. Mühlbrücke 9,Ob. Mühlbrücke 9,Bamberg,96049.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPAWMkGtKwxdGxJw-2bg_WyNMReSTEgSjDgplfZ=w86-h86-k-no-pi0-ya10.309187-ro-0-fo100,"restaurants near Bamberg, Germany",Bayern,ECKERTS WIRTSHAUS,0.3076923076923077
ChIJ1RYsSXaEnEcRAtGd6hwRP1Y,service.suedbayern@edeka.de,https://www.edeka.de/eh/s%C3%BCdbayern/edeka-hirschstra%C3%9Fe-10/index.jsp,EDEKA,"Hirschstraße 10, 87527 Sonthofen, Germany",+49 8321 9081,Supermarket,3.9,481.0,47.5131068,10.2769431,ChIJ1RYsSXaEnEcRAtGd6hwRP1Y,https://www.edeka.de/eh/s%C3%BCdbayern/edeka-hirschstra%C3%9Fe-10/index.jsp,yes,"Saturday: 8AM–8PM, Sunday: Closed, Monday: 8AM–8PM, Tuesday: 8AM–8PM, Wednesday: 8AM–8PM, Thursday: 8AM–8PM, Friday: 8AM–8PM",,Hirschstraße 10,Hirschstraße 10,Sonthofen,87527.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNEzPu4wps5TOv24YHlmhwew_vXvFfBAF6CxdYt=w114-h86-k-no,"restaurants near Sonthofen, Oberallgäu, Germany",Bayern,EDEKA,0.0
ChIJe0RB_xYjokcRpYu3WJiWBOA,weinkultur@edelfrei.com,https://www.edelfrei.com/,Edelfrei Restaurant,"Karolinenstraße 26, 96049 Bamberg, Germany",+49 951 18074487,"Restaurant, Bar, Wine bar",4.6,75.0,49.8909785,10.8844736,ChIJe0RB_xYjokcRpYu3WJiWBOA,https://www.edelfrei.com/,yes,"Wednesday: 5–10PM, Thursday: 5–10PM, Friday: 5–11PM, Saturday: 5–11PM, Sunday: Closed, Monday: 5–10PM, Tuesday: 5–10PM",,Karolinenstraße 26,Karolinenstraße 26,Bamberg,96049.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNutK8gBUvMqiipne6lJkaJrZsPG3jmEOY3Ui8A=w152-h86-k-no,"restaurants near Bamberg, Germany",Bayern,EDELFREI RESTAURANT,0.3333333333333333
ChIJz8ZSeg2hnkcRT7uUxqBfdfM,info@fbu-bobingen.de,https://www.fbu-bobingen.de/2020/11/01/unterstuetzung-unserer-restaurants-im-lockdown/,Edessa Bobingen,"Glockerweg 10, 86399 Bobingen, Germany",+49 8234 4339326,Restaurant,4.6,123.0,48.2761995,10.8410513,ChIJz8ZSeg2hnkcRT7uUxqBfdfM,https://www.fbu-bobingen.de/2020/11/01/unterstuetzung-unserer-restaurants-im-lockdown/,yes,"Wednesday: 10AM–9PM, Thursday: 10AM–9PM, Friday: 10AM–9PM, Saturday: 10AM–9PM, Sunday: Closed, Monday: 10AM–9PM, Tuesday: 10AM–9PM",,Glockerweg 10,Glockerweg 10,Bobingen,86399.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNmfL5FsRuvf192cG67N5mi9C8k7--p80sYJUEi=w86-h114-k-no,"restaurants,",Bayern,EDESSA BOBINGEN,0.4
ChIJlUdTaA4jokcRorSA3XRNvwk,efendi@efendi-bamberg.de,http://efendi-bamberg.de/,Efendi,"Urbanstraße 18, 96047 Bamberg, Germany",+49 951 18501030,"Turkish restaurant, Restaurant",4.5,474.0,49.8909034,10.8970681,ChIJlUdTaA4jokcRorSA3XRNvwk,http://efendi-bamberg.de/,yes,"Wednesday: Closed, Thursday: 5–10:30PM, Friday: 5–11PM, Saturday: 5–11PM, Sunday: 5–10PM, Monday: 5–10:30PM, Tuesday: 5–10:30PM",,Urbanstraße 18,Urbanstraße 18,Bamberg,96047.0,,DE,https://lh5.googleusercontent.com/p/AF1QipM0Hvufhqq20iajGysebCFivReTvyx0CGCBo4ze=w124-h86-k-no,"restaurants near Bamberg, Germany",Bayern,EFENDI,0.3333333333333333
ChIJDWXtVzYBokcRHBLvRawomE8,info@effe-gold.de,https://www.effe-gold.de/,Effe&gold Herzogenaurach,"Puma way 1, 91074 Herzogenaurach, Germany",+49 9132 8356300,Restaurant,4.1,13.0,49.57435170000001,10.899907699999998,ChIJDWXtVzYBokcRHBLvRawomE8,https://www.effe-gold.de/,yes,"Saturday: 11AM–2:30PM, Sunday: Closed, Monday: 11AM–2:30PM, Tuesday: 11AM–2:30PM, Wednesday: 11AM–2:30PM, Thursday: 11AM–2:30PM, Friday: 11AM–2:30PM",,Puma way 1,Puma way 1,Herzogenaurach,91074.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMR_E5JPTI42cUpcJSCgOLhwt8Rxkk4WZsLiea2=w129-h86-k-no,"restaurants,",Bayern,EFFE&GOLD HERZOGENAURACH,0.3902439024390244
ChIJXxK8Cw0bdkcR6yYWS0TUVzA,rosenheim@effe-gold.de,https://www.effe-gold.de/rosenheim.html,Effe&gold Rosenheim,"Kaiserstraße 24, 83022 Rosenheim, Germany",+49 8031 6157859,Meat dish restaurant,4.5,163.0,47.8581024,12.1285196,ChIJXxK8Cw0bdkcR6yYWS0TUVzA,https://www.effe-gold.de/rosenheim.html,yes,"Wednesday: 5–11PM, Thursday: 5–11PM, Friday: 5PM–1AM, Saturday: 5PM–1AM, Sunday: 2–11PM, Monday: 5–11PM, Tuesday: Closed",,Kaiserstraße 24,Kaiserstraße 24,Rosenheim,83022.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOQSw3N16hxpynUk4z708kRrWvaJNs6qm0-SmhQ=w129-h86-k-no,"restaurants near Rosenheim, Germany",Bayern,EFFE&GOLD ROSENHEIM,0.3902439024390244
ChIJLdusvVvWnUcRQBz_raCufLw,egomio.restaurant@gmail.com,https://egomio-germering.com/,EGOMIO,"Otto-Wagner-Straße 17, 82110 Germering, Germany",+49 89 8402856,"Greek restaurant, Mediterranean restaurant",4.5,382.0,48.1222258,11.366823599999998,ChIJLdusvVvWnUcRQBz_raCufLw,https://egomio-germering.com/,yes,"Saturday: 11:30AM–2:30PM, Sunday: 11:30AM–2:30PM, Monday: Closed, Tuesday: 11:30AM–2:30PM, Wednesday: 11:30AM–2:30PM, Thursday: 11:30AM–2:30PM, Friday: 11:30AM–2:30PM",Unterpfaffenhofen,Otto-Wagner-Straße 17,Otto-Wagner-Straße 17,Germering,82110.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNONLZMd6LI9wqVS4vgn54IX4UfAZfR1HEiZExp=w86-h152-k-no,"restaurants,",Bayern,EGOMIO,0.0
ChIJAQL_RwbZnUcRo_0iXqZxQwY,info@einkehr-schwaige.de,http://www.einkehr-schwaige.de/,Einkehr zur Fürstenrieder Schwaige,"Forst-Kasten-Allee 113, 81475 München, Germany",+49 89 72447622,Bavarian restaurant,4.1,792.0,48.095069,11.483071,ChIJAQL_RwbZnUcRo_0iXqZxQwY,http://www.einkehr-schwaige.de/,yes,"Saturday: 11AM–10PM, Sunday: 11AM–10PM, Monday: 11AM–10PM, Tuesday: 11AM–10PM, Wednesday: 11AM–10PM, Thursday: 11AM–10PM, Friday: 11AM–10PM",Hadern,Forst-Kasten-Allee 113,Forst-Kasten-Allee 113,Munich,81475.0,,DE,https://lh5.googleusercontent.com/p/AF1QipM_GvSlDSIr0cKqUS_th_7jvBmfUy7N5GZ8r50v=w114-h86-k-no,"restaurants,",Bayern,EINKEHR ZUR FÜRSTENRIEDER SCHWAIGE,0.4827586206896552
ChIJ5XQurK9Xn0cRlv-aNnfiJPk,hej@einzimmerkuechebar.de,http://www.einzimmerkuechebar.de/,Einzimmer Küche Bar,"Schustergasse 10, 90403 Nürnberg, Germany",+49 911 66463875,Restaurant,4.7,163.0,49.4547362,11.0748263,ChIJ5XQurK9Xn0cRlv-aNnfiJPk,http://www.einzimmerkuechebar.de/,yes,"Wednesday: Closed, Thursday: 6–10PM, Friday: 6–10PM, Saturday: 6–10PM, Sunday: Closed, Monday: Closed, Tuesday: Closed",Mitte,Schustergasse 10,Schustergasse 10,Nuremberg,90403.0,,DE,https://lh5.googleusercontent.com/p/AF1QipObQpKt1YK06-MGw66Xdo7YqpmO6FHCjdpf7i6L=w128-h86-k-no,restaurants,Bayern,EINZIMMER KÜCHE BAR,0.5909090909090909
ChIJQTTeJRCcnkcRWJ35Z43T2s4,eispizzeriagazzola@gmx.de,http://eis-pizzeria-gazzola.de/,Eis Pizzeria Gazzola,"Münchener Str. 54, 86415 Mering, Germany",+49 8233 7811174,"Italian restaurant, Ice cream shop, Pizza restaurant, Restaurant",4.4,537.0,48.263455,10.984564,ChIJQTTeJRCcnkcRWJ35Z43T2s4,http://eis-pizzeria-gazzola.de/,yes,"Wednesday: 11AM–2:30PM, Thursday: 11AM–2:30PM, Friday: 11AM–2:30PM, Saturday: 11AM–2:30PM, Sunday: 11AM–2:30PM, Monday: Closed, Tuesday: 11AM–2:30PM",,Münchener Str. 54,Münchener Str. 54,Mering,86415.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNL0k-QnVxUSy7qU8pqFQBZnvk2Esvbcv9X-5Ta=w165-h86-k-no,"restaurants,",Bayern,EIS PIZZERIA GAZZOLA,0.6666666666666666
ChIJ84im0naEnEcR3aq1u18nvC8,info@eiscafe-cavallino.com,https://www.eiscafe-cavallino.com/,Eiscafe il Cavallino,"Promenadestraße 2b, 87527 Sonthofen, Germany",+49 8321 6076028,Ice cream shop,4.1,184.0,47.51260300000001,10.2809436,ChIJ84im0naEnEcR3aq1u18nvC8,https://www.eiscafe-cavallino.com/,yes,"Saturday: 9AM–8PM, Sunday: 9AM–8PM, Monday: Closed, Tuesday: 9AM–8PM, Wednesday: 9AM–8PM, Thursday: 9AM–8PM, Friday: 9AM–8PM",,Promenadestraße 2b,Promenadestraße 2b,Sonthofen,87527.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNLQIWbKI7B-4J4Q79uuCq7D38iPLGOKjiTralz=w86-h103-k-no,"restaurants near Sonthofen, Oberallgäu, Germany",Bayern,EISCAFE IL CAVALLINO,0.6086956521739131
ChIJs8UpyWaSnkcRyqMPOZWELYo,info@san-marco-aichach.de,http://www.san-marco-aichach.de/,Eiscafé San Marco,"Werlbergerstraße 30, 86551 Aichach, Germany",+49 8251 50529,"Italian restaurant, Cafe, Ice cream shop, Pizza restaurant",4.4,342.0,48.4562451,11.1282901,ChIJs8UpyWaSnkcRyqMPOZWELYo,http://www.san-marco-aichach.de/,yes,"Wednesday: 10AM–10PM, Thursday: 10AM–10PM, Friday: 10AM–10PM, Saturday: 10AM–10PM, Sunday: 11AM–9PM, Monday: 10AM–10PM, Tuesday: 10AM–10PM",,Werlbergerstraße 30,Werlbergerstraße 30,Aichach,86551.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPDEpfRZvwFpn5HMoqoF9eLTlYGp25uwmEq7Cqu=w152-h86-k-no,"restaurants,",Bayern,EISCAFÉ SAN MARCO,0.3809523809523809
ChIJA-Xu_MnpdUcR1Akk0YJRFss,info@venezia-eiscafe.de,http://www.venezia-eiscafe.de/,Eiscafé Venezia,"Stadtpl. 53, 84453 Mühldorf am Inn, Germany",+49 8631 4819,"Restaurant, Bar, Breakfast restaurant, Cafe, Ice cream shop, Sundae restaurant",4.4,573.0,48.241199,12.5253531,ChIJA-Xu_MnpdUcR1Akk0YJRFss,http://www.venezia-eiscafe.de/,yes,"Saturday: 8AM–7PM, Sunday: 10AM–7PM, Monday: 8AM–7PM, Tuesday: 8AM–7PM, Wednesday: 8AM–7PM, Thursday: 8AM–7PM, Friday: 8AM–7PM",,Stadtpl. 53,Stadtpl. 53,Mühldorf,84453.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNszsNwuG_QO1rL_Q-Cq5BdLP5Ry8sTZ1GrbGff=w152-h86-k-no,restaurants,Bayern,EISCAFÉ VENEZIA,0.42105263157894735
ChIJMfxiXHeEnEcRE2UZbp6RQ9U,shop@hippseisenladen.de,http://www.hippseisenladen.de/,Eisen Schmid e.K. Inh. Tobias Hipp,"Kirchstraße 4 Gleich Nach Dem Arbeitsamt In Der Alpenstadt, 87527 Sonthofen, Germany",+49 8321 608740,"Do-it-yourself shop, Building materials store, Industrial supermarket, Store, Tool & die shop",4.5,11.0,47.5104017,10.2790283,ChIJMfxiXHeEnEcRE2UZbp6RQ9U,http://www.hippseisenladen.de/,yes,"Saturday: 8:30AM–12:30PM, Sunday: Closed, Monday: 8AM–5PM, Tuesday: 8AM–5PM, Wednesday: 8AM–5PM, Thursday: 8AM–5PM, Friday: 8AM–5PM",,Kirchstraße 4 Gleich Nach Dem Arbeitsamt In Der Alpenstadt,Kirchstraße 4 Gleich Nach Dem Arbeitsamt In Der Alpenstadt,Sonthofen,87527.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMIAlQO64SG0z2r4Qj5KYEH2bGLZC1f9PiQGkB3=w152-h86-k-no,"restaurants near Sonthofen, Oberallgäu, Germany",Bayern,EISEN SCHMID E.K. INH. TOBIAS HIPP,0.17543859649122806
ChIJPfcN6cjfnUcR5yvQhZpU66U,eljardindelola@t-online.de,https://el-jardin-de-lola.business.site/,El jardín de Lola,"Fehwiesenstraße 117, 81673 München, Germany",+49 89 21262116,Spanish restaurant,4.7,169.0,48.1243329,11.6236022,ChIJPfcN6cjfnUcR5yvQhZpU66U,https://el-jardin-de-lola.business.site/,yes,"Wednesday: Closed, Thursday: 5–11PM, Friday: 5–11PM, Saturday: 5–11PM, Sunday: 12–7PM, Monday: Closed, Tuesday: Closed",Berg am Laim,Fehwiesenstraße 117,Fehwiesenstraße 117,Munich,81673.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMYkND_1sUl30ZJKtZ3s0epgtFh7CZyH9pIkX0Y=w114-h86-k-no,restaurants,Bayern,EL JARDÍN DE LOLA,0.5116279069767442
ChIJecHGvT1Qn0cREoHMi82EVgk,info@restaurant-elpaso.de,https://www.restaurant-elpaso.de/,El Paso,"Limbacher Str. 107, 91126 Schwabach, Germany",+49 9122 75777,Mexican restaurant,4.6,803.0,49.3398024,11.0440984,ChIJecHGvT1Qn0cREoHMi82EVgk,https://www.restaurant-elpaso.de/,yes,"Wednesday: 5:30–11PM, Thursday: 5:30–11PM, Friday: 5:30–11PM, Saturday: 5:30–11PM, Sunday: 5–10:30PM, Monday: 5:30–11PM, Tuesday: 5:30–11PM",,Limbacher Str. 107,Limbacher Str. 107,Schwabach,91126.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMw2ZW-LceRHKv6rrY0gsh5lLABVWSI90-9LL9S=w152-h86-k-no,"restaurants,",Bayern,EL PASO,0.25
ChIJn3O6HFW9nkcRtCORexJNh_c,restaurantelrincon@web.de,http://www.el-rincon-augsburg.de/,El Rincon,"Predigerberg 10, 86150 Augsburg, Germany",+49 821 44924094,Steak house,4.7,141.0,48.364355700000004,10.900905499999999,ChIJn3O6HFW9nkcRtCORexJNh_c,http://www.el-rincon-augsburg.de/,yes,"Wednesday: 6–10PM, Thursday: 6–10PM, Friday: 6–10PM, Saturday: 6–10PM, Sunday: Closed, Monday: Closed, Tuesday: 6–10PM",Augsburg-Innenstadt,Predigerberg 10,Predigerberg 10,Augsburg,86150.0,,DE,https://lh5.googleusercontent.com/p/AF1QipN3rmbhpYtqDaMGvp11x4SaYJwUrfDsrs8REvOO=w141-h86-k-no,restaurants Augsburg,Bayern,EL RINCON,0.35294117647058826
ChIJ1biIXq_Bn0cRdHA_iCcfSqI,elsombreroregensburg@gmail.com,https://el-sombrero-regensburg.eatbu.com/,El Sombrero,"Fischgässel 4, 93047 Regensburg, Germany",+49 941 58402890,"Restaurant, Barbecue restaurant, Beer store, Cocktail bar, Ice cream shop, Mexican restaurant, Steak house, Vegetarian restaurant, Wine bar",4.3,363.0,49.0206655,12.095224,ChIJ1biIXq_Bn0cRdHA_iCcfSqI,https://el-sombrero-regensburg.eatbu.com/,yes,"Wednesday: 5–11PM, Thursday: 5–11PM, Friday: 5–11PM, Saturday: 5–11PM, Sunday: 5–9PM, Monday: Closed, Tuesday: 5–11PM",,Fischgässel 4,Fischgässel 4,Regensburg,93047.0,,DE,https://lh5.googleusercontent.com/p/AF1QipP8P5C0kNe054Ey9JfYR7ktJrfI2eLuQLBlKAX_=w152-h86-k-no,restaurants Regensburg,Bayern,EL SOMBRERO,0.3902439024390244
ChIJr-UJ7xl5nEcRAnjhhHghTkM,info@eldorado-kempten.de,http://www.eldorado-kempten.de/,ElDorado,"Immenstädter Str. 26, 87435 Kempten (Allgäu), Germany",+49 831 5239392,"Mexican restaurant, Steak house",4.5,541.0,47.7198677,10.311509800000001,ChIJr-UJ7xl5nEcRAnjhhHghTkM,http://www.eldorado-kempten.de/,yes,"Wednesday: 5–11PM, Thursday: 5–11PM, Friday: 5–11PM, Saturday: 5–11PM, Sunday: 5–11PM, Monday: Closed, Tuesday: Closed",,Immenstädter Str. 26,Immenstädter Str. 26,Kempten,87435.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOeG4TSf_vOEQvrtT9BMxcLJP2sYCUxxzSUmnIU=w114-h86-k-no,"restaurants near Kempten, Germany",Bayern,ELDORADO,0.375
ChIJMS1CxRpnmUcRqL0Pe6DYnuo,info@elenas-restaurant.de,http://www.elenas-restaurant.de/,Elenas Restaurant,"Bootshausstraße 7, 89231 Neu-Ulm, Germany",+49 731 25075438,Restaurant,4.5,114.0,48.3905612,9.988306199999998,ChIJMS1CxRpnmUcRqL0Pe6DYnuo,http://www.elenas-restaurant.de/,yes,"Wednesday: 5–11PM, Thursday: 5–11PM, Friday: 5–11PM, Saturday: 4PM–12AM, Sunday: 11:30AM–2:30PM, Monday: Closed, Tuesday: 5–11PM",,Bootshausstraße 7,Bootshausstraße 7,Neu-Ulm,89231.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOVQcd1a1iZgWUFPpGkNLqV-7CQKswHn5iMIQk=w86-h114-k-no,"restaurants near Neu-Ulm, Germany",Bayern,ELENAS RESTAURANT,0.6666666666666666
ChIJ2ajEJgvknkcRv3R7WuOUpfo,info@elisenlounge.de,http://www.elisenlounge.de/,Elisenlounge - Cafe - Cocktailbar - Restaurant,"Elisenpl. 16, 86633 Neuburg an der Donau, Germany",+49 8431 6497099,"Restaurant, Bar, Cafe, Cocktail bar, Coffee shop",4.4,284.0,48.7377778,11.181388900000002,ChIJ2ajEJgvknkcRv3R7WuOUpfo,http://www.elisenlounge.de/,yes,"Wednesday: Closed, Thursday: 5PM–1AM, Friday: 5PM–1AM, Saturday: 9:30AM–1AM, Sunday: 9:30AM–11PM, Monday: Closed, Tuesday: Closed",,Elisenpl. 16,Elisenpl. 16,Neuburg an der Donau,86633.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOo9QxHeHKMn-aUyMAq78NCVGqyGS2DFKJBeZe5=w129-h86-k-no,"restaurants,",Bayern,ELISENLOUNGE - CAFE - COCKTAILBAR - RESTAURANT,0.3636363636363637
ChIJV7JhPeV1nkcR_zNAlkH_ivg,info@ella-lenbachhaus.com,http://www.ella-lenbachhaus.com/,Ella - Restaurant & Café am Königsplatz,"Luisenstraße 33, 80333 München, Germany",+49 89 70088177,"European restaurant, Bar, Cafe, Italian restaurant",3.9,726.0,48.146705,11.563329800000002,ChIJV7JhPeV1nkcR_zNAlkH_ivg,http://www.ella-lenbachhaus.com/,yes,"Saturday: 9AM–6PM, Sunday: 9AM–6PM, Monday: Closed, Tuesday: 9AM–6PM, Wednesday: 9AM–6PM, Thursday: 9AM–8PM, Friday: 9AM–6PM",Maxvorstadt,Luisenstraße 33,Luisenstraße 33,Munich,80333.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOSPEZCTMuOuOe7WLLdySLI4ILeetU8nFt7hLqP=w152-h86-k-no,"restaurants,",Bayern,ELLA - RESTAURANT & CAFÉ AM KÖNIGSPLATZ,0.25
ChIJ6yuSaifjokcRAbX0s9YL1Lc,emmanuels@gmx.de,http://www.emmanuels-restaurant.de/,Emmanuel's Restaurant und Bar,"Grabengasse 7, 97688 Bad Kissingen, Germany",,"Greek restaurant, Beer garden, Cocktail bar, Mediterranean restaurant, Restaurant, Sports bar, Steak house",4.2,576.0,50.1992758,10.0763539,ChIJ6yuSaifjokcRAbX0s9YL1Lc,http://www.emmanuels-restaurant.de/,yes,,,Grabengasse 7,Grabengasse 7,Bad Kissingen,97688.0,,DE,https://lh5.googleusercontent.com/p/AF1QipO8Y7Tt7rcTfTWMKZispJlXvDjHdiwj_g2d08VN=w86-h86-k-no-pi-0-ya354.95358-ro-0-fo100,"restaurants,",Bayern,EMMANUEL'S RESTAURANT UND BAR,0.4
ChIJ_aF2RfWjnkcRb9fX0Zi6O6g,mail@emmis.kitc,http://www.emmis.kitchen/,Emmi's Augsburg,"Kirchgasse 1, 86150 Augsburg, Germany",+49 821 81555995,Vegan restaurant,4.8,125.0,48.3609512,10.9011871,ChIJ_aF2RfWjnkcRb9fX0Zi6O6g,http://www.emmis.kitchen/,yes,"Wednesday: 10AM–10PM, Thursday: 10AM–10PM, Friday: 10AM–10PM, Saturday: 10AM–10PM, Sunday: 10AM–6PM, Monday: Closed, Tuesday: Closed",Augsburg-Innenstadt,Kirchgasse 1,Kirchgasse 1,Augsburg,86150.0,,DE,https://lh5.googleusercontent.com/p/AF1QipNeoWz8L9wy14hH53PbhPpSxjMmeap5MiQBu5GY=w86-h114-k-no,restaurants Augsburg,Bayern,EMMI'S AUGSBURG,0.26666666666666666
ChIJw5pkqDIpnEcRFwCrsPDtSYM,klostergasthof@ottilien.de,http://klostergasthof.ottilien.de/,Emminger Hof,"Erzabtei 12, 86941 Eresing, Germany",+49 8193 7004240,"Restaurant, Bavarian restaurant",3.9,302.0,48.0968608,11.04198,ChIJw5pkqDIpnEcRFwCrsPDtSYM,http://klostergasthof.ottilien.de/,yes,"Saturday: 11AM–9PM, Sunday: 11AM–9PM, Monday: 11AM–9PM, Tuesday: 11AM–9PM, Wednesday: 11AM–9PM, Thursday: 11AM–9PM, Friday: 11AM–9PM",Sankt Ottilien,Erzabtei 12,Erzabtei 12,Eresing,86941.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMexHZTNznuVX5WLMW4DDb0WzbsSEYvJuTLSSJ8=w86-h86-k-no-pi-0-ya102.73331-ro-0-fo100,"restaurants,",Bayern,EMMINGER HOF,0.21052631578947367
ChIJ6SYkWfQQnkcRiL8WJ32sVSE,office@empl-keller.de,http://www.empl-keller.de/,Empl-Keller Erding,"Friedrich-Fischer-Straße 9, 85435 Erding, Germany",+49 8122 9994609,"German restaurant, Beer garden, Restaurant, Sports bar",4.7,497.0,48.3056528,11.9070221,ChIJ6SYkWfQQnkcRiL8WJ32sVSE,http://www.empl-keller.de/,yes,"Wednesday: 5–11PM, Thursday: 5–11PM, Friday: 5PM–12AM, Saturday: 5PM–12AM, Sunday: 4–9PM, Monday: Closed, Tuesday: Closed",,Friedrich-Fischer-Straße 9,Friedrich-Fischer-Straße 9,Erding,85435.0,,DE,https://lh5.googleusercontent.com/p/AF1QipPZVY-RYqXpaTmW011YQYXN-ZAAyxIS1nipq5VO=w114-h86-k-no,"restaurants,",Bayern,EMPL-KELLER ERDING,0.5128205128205128
ChIJJ71ieWq1nUcRVD7VqBhEiHY,info@restaurant-emporio.de,http://www.restaurant-emporio.de/,Emporio GmbH,"Schmiedstraße 20, 82362 Weilheim in Oberbayern, Germany",+49 881 637348,"Italian restaurant, Mediterranean restaurant, Restaurant",4.6,282.0,47.8405763,11.1418935,ChIJJ71ieWq1nUcRVD7VqBhEiHY,http://www.restaurant-emporio.de/,yes,"Saturday: 10AM–10PM, Sunday: Closed, Monday: 10AM–10PM, Tuesday: 10AM–10PM, Wednesday: 10AM–10PM, Thursday: 10AM–10PM, Friday: 10AM–10PM",,Schmiedstraße 20,Schmiedstraße 20,Weilheim in Oberbayern,82362.0,,DE,https://lh5.googleusercontent.com/p/AF1QipONQVgbUhN0WfxQ955-oYWdGbLp6sICNTzRFoFN=w86-h176-k-no,"restaurants,",Bayern,EMPORIO GMBH,0.3157894736842105
ChIJASJTm_xHvUcRYqmX6ZY58zo,aschaffenburg@enchilada.de,https://aschaffenburg.enchilada.de/,Enchilada Aschaffenburg,"Goldbacher Str. 25-27, 63739 Aschaffenburg, Germany",+49 6021 4562850,Mexican restaurant,3.9,1066.0,49.979293799999994,9.1498584,ChIJASJTm_xHvUcRYqmX6ZY58zo,https://aschaffenburg.enchilada.de/,yes,"Wednesday: 4–11PM, Thursday: 4PM–12AM, Friday: 4PM–1AM, Saturday: 4PM–1AM, Sunday: 4–11PM, Monday: Closed, Tuesday: 4–11PM",Innenstadt,Goldbacher Str. 25-27,Goldbacher Str. 25-27,Aschaffenburg,63739.0,,DE,https://lh5.googleusercontent.com/p/AF1QipMlzU9Z4ha2KqqNSf2fSYkClX-IRQdix9i22ql_=w128-h86-k-no,"restaurants near Aschaffenburg, Germany",Bayern,ENCHILADA ASCHAFFENBURG,0.5306122448979592
ChIJHfMH8lS9nkcRtwVhmbnflMg,augsburg@enchilada-gruppe.de,https://augsburg.enchilada.de/,Enchilada Augsburg,"Hallstraße 4, 86150 Augsburg, Germany",+49 821 312265,Mexican restaurant,4.3,1283.0,48.3645596,10.8989015,ChIJHfMH8lS9nkcRtwVhmbnflMg,https://augsburg.enchilada.de/,yes,"Wednesday: 5–11PM, Thursday: 5–11PM, Friday: 5PM–1AM, Saturday: 5PM–1AM, Sunday: 5–11PM, Monday: 5–11PM, Tuesday: 5–11PM",Augsburg-Innenstadt,Hallstraße 4,Hallstraße 4,Augsburg,86150.0,,DE,https://lh5.googleusercontent.com/p/AF1QipOTznzj_E6m4YgygMJfDvwHtMb6pkkvlS5BBPod=w152-h86-k-no,restaurants Augsburg,Bayern,ENCHILADA AUGSBURG,0.43478260869565216
ChIJ41jFHsaioUcRY0wtvcI1eUA,bayreuth@enchilada.de,https://bayreuth.enchilada.de/,Enchilada Bayreuth,"Hindenburgstraße 3, 95445 Bayreuth, Germany",+49 921 66177,Mexican restaurant,4.1,929.0,49.946333,11.5696662,ChIJ41jFHsaioUcRY0wtvcI1eUA,https://bayreuth.enchilada.de/,yes,"Wednesday: 5–11PM, Thursday: 5–11PM, Friday: 5PM–1AM, Saturday: 5PM–1AM, Sunday: 5–10PM, Monday: 5–11PM, Tuesday: 5–11PM",,Hindenburgstraße 3,Hindenburgstraße 3,Bayreuth,95445.0,,DE,https://lh5.googleusercontent.com/p/AF1QipP8OlnyX1tClJAwz4dNduivPD0dRM7Fu09pOAih=w128-h86-k-no,"restaurants near Bayreuth, Germany",Bayern,ENCHILADA BAYREUTH,0.4615384615384616
